"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RNA18S5",1.90157016678357,-1.63856886327893,1.11489861470846,0.288260419879847,0.451942171392611,-5.07503326281715
"COPG2",-0.123756316067864,4.55102695546486,-1.1141436322619,0.288570554258198,0.45229891734455,-6.38043994986794
"RAB30",0.0976804946445551,6.31041792602197,1.11411850837079,0.288580879139065,0.45229891734455,-6.51456974069023
"PCM1",0.218259439054523,7.10802619207758,1.11405280497618,0.288607881858387,0.45229891734455,-6.55600400196513
"PIH1D2",0.167291717796306,3.29362597201533,1.11382286326837,0.288702398346943,0.452384384059778,-6.204112705906
"CHP1",-0.102555297357755,5.95123817242785,-1.11361402506914,0.288788260907793,0.452420802139484,-6.49332536030172
"SRSF9",-0.185037231332721,1.81695907601952,-1.11346811042016,0.288848264454522,0.452420802139484,-5.90474713354787
"WDR48",-0.0985184529494045,6.31026924519528,-1.11337955224309,0.288884686329102,0.452420802139484,-6.51530840769612
"UBE2G2",-0.12095723412114,4.73451875610511,-1.11337057046817,0.288888380516492,0.452420802139484,-6.3995522694065
"CDC27",-0.0965662193158696,5.27017508934098,-1.11328017887237,0.288925560429511,0.452420802139484,-6.44574772702826
"ARID1B",0.105003866138108,5.6241336012013,1.1130781409688,0.289008676021097,0.452488331144142,-6.47208163534286
"NAALAD2",-0.243528784611662,1.4360297927004,-1.11286660767631,0.289095717530906,0.452561987252657,-5.82121739624333
"USO1",-0.116741484302961,6.66655022871756,-1.11224035109803,0.289353526812107,0.452902912695946,-6.53607076304182
"WASF3",0.121531783397034,3.8826733943968,1.11202036127227,0.289444131223251,0.45294140360855,-6.30085457954463
"LOC728730",-0.151313677214826,3.234929611445,-1.11198625890222,0.289458178479313,0.45294140360855,-6.19508722420203
"TMEM56-RWDD3",-0.410672507339263,0.0393429675918637,-1.11017669462319,0.290204313705925,0.454046157298471,-5.47444389489656
"DSE",-0.131317584058213,3.31764068420178,-1.1092295147816,0.290595450073968,0.454569434594723,-6.2127839751597
"METTL17",0.131155162203668,3.9610100073225,1.10917223810543,0.290619115321098,0.454569434594723,-6.31494187217556
"VSIG10",-0.138575593899882,3.20827865567534,-1.1083196513531,0.290971556684937,0.455001873216402,-6.19403820824012
"ST6GALNAC6",0.434184927333075,-0.570499808132668,1.1083088831414,0.290976010127608,0.455001873216402,-5.33360699726614
"STRIP2",-0.21856030015986,3.081619465621,-1.10744356230931,0.291334054112789,0.455498800923892,-6.17102271893141
"TMEM33",-0.0999470392379607,7.48087482127106,-1.10717728001926,0.291444301598817,0.455604482949143,-6.58050165886786
"STX3",-0.142570622817965,2.96533634892488,-1.10708581269949,0.291482178706924,0.455604482949143,-6.14983582618453
"MRVI1",0.351136040626808,-0.27342577713071,1.10648936811384,0.291729261964196,0.455927707061446,-5.40430223191618
"MPP6",-0.190649992035834,3.18635457672515,-1.10588787545342,0.291978598648258,0.456254363168767,-6.19239172627188
"EIF3D",0.105947924656236,7.33815424644066,1.10552493742973,0.292129126119105,0.456426548196309,-6.57595998156435
"RIBC1",0.19500493387849,1.78114089855164,1.10530342931915,0.292221025105741,0.45647142953932,-5.90621616260865
"THNSL1",0.115054022100243,4.23826812485103,1.10526122793469,0.29223853606565,0.45647142953932,-6.35510176910558
"AQP11",0.222568051129923,1.33028925600107,1.10477433327736,0.292440625205006,0.456724040606576,-5.80558682997476
"ARPC1A",-0.11051395069633,5.97103202798946,-1.10430266182405,0.29263649768936,0.45696687432447,-6.50465190118166
"KIAA1033",-0.149586164181279,6.4301938820563,-1.10419051595921,0.292683083604674,0.456976554572497,-6.53200008879846
"ZCWPW2",0.206490861243357,2.36090598435121,1.1036933871005,0.292889661496765,0.457191314694641,-6.03111559146314
"RMDN1",0.129254360192929,4.96033416518747,1.10366504034204,0.292901444120323,0.457191314694641,-6.43072259744031
"NEFM",0.189069267080825,3.35057564843279,1.1034648917103,0.292984648276793,0.457220527476553,-6.22538565633152
"ETFA",0.103095684404921,5.01336573988334,1.10342561999169,0.293000976114227,0.457220527476553,-6.43555615045507
"DCK",-0.122026794742495,4.34934810860085,-1.10265063874496,0.293323329036808,0.457660434094247,-6.37079432866694
"PARP11",0.118419919118159,4.83280458802927,1.10249021696077,0.293390090194068,0.457701484978061,-6.4205960442484
"KCTD15",0.228103502033505,1.73484681514995,1.10199562256643,0.293595993720845,0.457959562855164,-5.89952487264462
"MIOS",-0.184227224758243,2.84191708125612,-1.10171407276362,0.293713254384372,0.458079320931657,-6.13094027497044
"LOC101927359",0.355096002179509,-0.24966957980224,1.10081721104897,0.294087020250763,0.458599039985858,-5.41503705387543
"AIMP1",-0.10387301843727,6.30022902903549,-1.10016461476105,0.294359216930051,0.458960250732193,-6.52899468805451
"MICU3",-0.207343688553661,4.05818713581123,-1.09987136450007,0.294481593639459,0.459087797193507,-6.33741351401388
"RDH11",-0.0975770589830152,7.40166527119027,-1.09967010395508,0.29456560443918,0.459155505473112,-6.58509258801415
"GAN",-0.234510722685465,0.779640566445829,-1.09948877183918,0.294641312308153,0.459169498768058,-5.6738125661717
"PSMD9",-0.197284438049178,1.54751638836564,-1.09945421243714,0.294655742868305,0.459169498768058,-5.8605427939494
"BHLHE40",-0.185181765326667,4.98080817824258,-1.09934716605546,0.294700444378944,0.459175919601728,-6.43691856040615
"SNAP29",-0.206620916815748,2.15302901690938,-1.09924218422381,0.294744288777581,0.459181003375786,-5.99132943489482
"ZNF76",0.276320479781926,0.216990319161694,1.09912040965133,0.294795152694625,0.459197019925616,-5.53202257123461
"RPS5",0.110861611416888,6.46332472640307,1.09878219062127,0.294936458228395,0.459353891927638,-6.53969771413088
"TCEA2",0.27460912992057,0.362108497243506,1.0984780103744,0.295063586707445,0.459430429235968,-5.56924916846912
"NCSTN",0.130273539677317,6.61564162929491,1.09847030477733,0.295066807711691,0.459430429235968,-6.54824013777689
"SUMO2",-0.0930087461559967,6.30312845012813,-1.09836520853073,0.295110741501196,0.459435613660709,-6.53109576806536
"MEGF11",-0.173597617928547,1.781364317362,-1.09807668035307,0.295231381690073,0.459560198627484,-5.91360482979649
"SCAND2P",-0.266784665350519,1.27502949025331,-1.0974285100762,0.295502533506939,0.459919005038655,-5.79835794032756
"PDE6D",-0.34398162379992,0.465859734012599,-1.09729795806129,0.295557170842709,0.459940776796211,-5.59427947991
"FAM162A",0.132969957365022,7.01756975621911,1.09716596232092,0.295612420219079,0.459963494881584,-6.56996774831824
"RNGTT",-0.169586205235889,3.16677015766541,-1.09687880257308,0.295732643685437,0.460087290430458,-6.19838332154774
"PRPF4",-0.131690863479127,5.5815522212298,-1.09669604535167,0.295809176964888,0.460143090095919,-6.48659114574726
"SPOP",-0.100550928337099,5.32172131312999,-1.09618598891773,0.296022853232888,0.460364811136429,-6.46811640904892
"AHI1",0.18924256400969,5.96442112644802,1.09616157028261,0.296033085800146,0.460364811136429,-6.51291296291047
"CENPL",-0.190488688872136,1.86346940778907,-1.09574479169766,0.296207777359577,0.460512423492478,-5.93352170015518
"CHCHD1",-0.115860689323842,4.02740154654472,-1.0957409092314,0.296209405053315,0.460512423492478,-6.33808000841359
"CNPY3",0.345462476986945,0.23879153421882,1.09537927886744,0.296361045637078,0.460684878607438,-5.54087591698093
"COL6A1",-0.281747606000925,1.28561336626908,-1.09514404777094,0.296459715602042,0.460774956323779,-5.80361102950665
"NADSYN1",-0.251644331146442,1.39850532161155,-1.09504082109691,0.29650302292815,0.460778973277299,-5.8308370770129
"MIB1",0.11719133180488,6.74148325667954,1.09466395127593,0.296661174356172,0.460961437495206,-6.55888635207456
"TMEM248",-0.146155919959689,3.21327203997363,-1.09394104294258,0.29696471874631,0.461369736731361,-6.210189180861
"FANCL",-0.123445463787411,3.87332857897755,-1.09356149850714,0.297124181532463,0.461554106814912,-6.31900362483818
"RER1",-0.175246774491737,1.89177434887351,-1.09341174104052,0.297187118948891,0.461561620930166,-5.94209724523977
"FANCE",0.317694990007563,-0.274997087908533,1.09335586831171,0.297210602748315,0.461561620930166,-5.41701019548777
"SLC25A44",-0.171190930591451,2.84051176718458,-1.09321873533777,0.297268246929409,0.461587788391143,-6.13968054987013
"PCMTD2",-0.115350218178437,4.40681147781978,-1.09242571406472,0.297601762201348,0.461990013363029,-6.38829518916552
"IBA57",0.246380830725717,1.45976481358586,1.09240864359614,0.29760894453408,0.461990013363029,-5.84868166625799
"YPEL5",-0.0888383542032765,7.57956067451581,-1.09223201130729,0.297683269617487,0.462042002156635,-6.60087387464062
"MSH2",0.105706842884178,4.72096664907105,1.09175761470213,0.297882960794217,0.462276861076881,-6.42163553188412
"ZFP30",0.156091967355387,3.92031851992499,1.09167844926852,0.29791629438556,0.462276861076881,-6.32782686174781
"RRM1",-0.0896298925209482,6.45083763928707,-1.091498663846,0.297992005810712,0.462330940045003,-6.54681675467609
"FBLN1",0.223636326282207,1.67109433323558,1.09107830919598,0.29816908309037,0.462542250502815,-5.89708897313369
"ESF1",-0.14801675759584,5.35497136591768,-1.09097120389169,0.298214214720185,0.462547153563476,-6.47616072985208
"PARGP1",0.333004938077906,-0.295418060321128,1.09087679193876,0.298254001979595,0.462547153563476,-5.41449910500125
"KCTD5",-0.338674701307715,-0.366133110730731,-1.09028378912589,0.298503998590901,0.462754544111007,-5.39784444572395
"SLC31A2",0.227169406907248,1.22258961195495,1.09026375404442,0.298512447709766,0.462754544111007,-5.79583688543424
"NUPL1",-0.112888505374686,5.12557914792606,-1.09021566396703,0.298532728817211,0.462754544111007,-6.45898906796472
"DMGDH",0.294957781819932,0.549408150884982,1.09017158606922,0.298551318781295,0.462754544111007,-5.62508751800592
"TRAF3IP2-AS1",0.106187895766183,4.42179612524036,1.09001490988726,0.298617404475519,0.462793580556157,-6.3926274183473
"ZKSCAN2",0.191433388318553,2.63051206413945,1.08978511549284,0.298714351389992,0.462880428098843,-6.10207760678181
"CCDC47",0.158305503396648,4.42040178520238,1.0896464227329,0.29877287542096,0.462907720852823,-6.39278984702071
"ACSL3",0.144032661762139,3.48605634144047,1.0889602684948,0.299062539332715,0.463293076745574,-6.26385108223351
"HARS2",-0.164165368936472,3.34785217249935,-1.08875874822813,0.299147652771747,0.463328755934488,-6.23964467197903
"HDAC3",-0.11020876563621,4.13194051139004,-1.08864738630755,0.299194695119367,0.463328755934488,-6.35941930761268
"YME1L1",-0.0887083947476235,6.49716253682069,-1.08861490934225,0.299208415343642,0.463328755934488,-6.55241339638223
"RBM12B",0.169344664845571,3.05344692218366,1.0878317564859,0.299539410932888,0.463751550275177,-6.18757416994959
"SYT9",0.26605128759151,0.486687936656302,1.08777497875871,0.299563418556011,0.463751550275177,-5.6118956110607
"PPP1R12B",-0.113046048097485,4.34938584484974,-1.08761717706299,0.299630150343913,0.463791030545003,-6.38687961321602
"AP5B1",-0.239811781877867,0.578772292462563,-1.08752083075777,0.299670899188203,0.463791030545003,-5.63466003325373
"IMPA1",-0.0987836159917519,6.21622729637882,-1.08737639587752,0.299731994563671,0.463822144213339,-6.53780404242135
"LSM5",-0.101070786967701,5.13443563913586,-1.08720074710469,0.29980630603095,0.463873697899658,-6.46291138174491
"DMKN",0.175419957429055,2.23267324747639,1.08709988022554,0.299848985953397,0.463876302442259,-6.02183370129261
"ITGB3BP",-0.121790717027253,4.68289159795653,-1.08681134807403,0.299971098368512,0.464001774168108,-6.42306610490655
"FAM188A",0.10355617520784,5.19181001506578,1.08656959320532,0.300073442784255,0.464037958767449,-6.46824317367843
"DNAAF5",-0.212515585443889,1.46417717800867,-1.08649983700322,0.300102978274089,0.464037958767449,-5.85528302237944
"ZC3H14",-0.111275999762604,6.28232870132278,-1.08646548555146,0.300117523840936,0.464037958767449,-6.542602233805
"SNRNP70",0.307155753779015,-0.233893548069077,1.08611094170836,0.300267680953883,0.464203167833012,-5.43448845908752
"SDCCAG8",-1.015091369984,-1.36395690809778,-1.086019485097,0.300306424086403,0.464203167833012,-5.17847617690107
"WAC",0.0994239587658692,5.72888549658483,1.08567757854355,0.300451297189786,0.464363669949793,-6.50869936913582
"HBS1L",-0.087717594725202,7.44528248250756,-1.08552036864352,0.300517928169839,0.464403217323371,-6.60215089808067
"TIMM23B",-0.217506906429086,1.39084752144885,-1.08541390207884,0.300563058738769,0.464409532927648,-5.83961486947475
"DNAJB12",0.206515273023547,1.22407093844898,1.08518789599258,0.300658878466896,0.464494157544092,-5.80167207147862
"SLC37A3",-0.114584356180283,4.10328911374542,-1.08499359744747,0.300741273677745,0.464556922065063,-6.3595138072196
"UTP23",0.115289295537071,3.92795184227802,1.08489847434538,0.300781618298599,0.464556922065063,-6.33627751478475
"ASCC1",0.105493807729421,5.0149739398983,1.08449039196853,0.300954745105088,0.464760876329202,-6.45590221925515
"HSPB11",0.103253558534801,4.69169239746184,1.08342320716226,0.301407849782305,0.465397082462716,-6.42762874486993
"AP1G1",-0.100495824203049,6.34271540279013,-1.08328035150681,0.301468542567458,0.465427283278864,-6.54945906948219
"CMAS",-0.185398168782008,2.31346612900265,-1.0822464923338,0.301908057760698,0.466042247416412,-6.04313843190863
"C1orf226",0.213593702563141,1.08419871078085,1.08206104793987,0.301986945376393,0.466100434720214,-5.77100564933439
"BAIAP2L1",-0.243868142561468,1.55436672574193,-1.08190090470373,0.302055082500832,0.466142015616054,-5.88015085421122
"ZDHHC15",-0.129211730333125,4.05210051350382,-1.08177776361405,0.302107484014031,0.466159304734592,-6.35606580910004
"GAS7",0.158693174544487,3.02119765382865,1.08134651017625,0.30229105406835,0.46637895783793,-6.18835857933555
"KDM5A",-0.100533708358263,6.28660818605043,-1.08114701737094,0.302376000000657,0.466446413088948,-6.54849902124852
"VKORC1L1",-0.164176946682715,3.81592284011242,-1.08043871363444,0.302677748469723,0.466751504808741,-6.32418695508901
"NFYC",0.182746872924298,1.82111813773804,1.08042104392012,0.302685278957481,0.466751504808741,-5.94108026464612
"SEPSECS",-0.132772248936298,3.78400971243998,-1.08036657019346,0.302708495490318,0.466751504808741,-6.31977477027287
"ZFC3H1",0.178704800048989,5.3617628787307,1.08029551778521,0.302738779831317,0.466751504808741,-6.48798160410758
"POLR3K",-0.136616639720068,3.70606156862682,-1.07954573239515,0.303058497200343,0.467180775997531,-6.30873386508695
"KLRG1",0.242812785366435,0.56147957703603,1.0785854827296,0.303468332072585,0.467748832230119,-5.64071892621648
"SULT1E1",-0.472755961782851,0.572100942866237,-1.07848459084848,0.303511417087195,0.467751523337185,-5.63737309726328
"ZNF185",-0.166176725427368,2.35175089237503,-1.07611038705643,0.3045266362294,0.469252197866766,-6.05754797055482
"PSMG4",-0.368477672923372,-0.536805621087863,-1.07542158945251,0.3048216485903,0.469642831399679,-5.37141163372106
"E2F6",0.204089547073851,1.8514964877275,1.07524967228622,0.304895314455976,0.469692373460772,-5.95289829607766
"SGMS2",0.157065093166745,5.10809777250584,1.07509639841636,0.304961003076765,0.469729614730955,-6.47352303161278
"ATR",-0.177536100312525,5.85714350198103,-1.07430548584421,0.305300134568185,0.470187970959441,-6.52914737145564
"ERLEC1",0.109692370523177,4.74695011174519,1.07368806869258,0.30556507166754,0.470531952356861,-6.44323320944125
"ATP10D",-0.0970222862990857,6.52953886918687,-1.07273287748682,0.305975291351288,0.471099526689321,-6.57098010965594
"PHC3",0.1490530606387,6.21763503762558,1.07244349135712,0.306099654095076,0.471226882460651,-6.55365477912907
"MZT1",-0.129340759307818,4.44423872028744,-1.07221642657912,0.306197261139945,0.471313019969865,-6.41375943235566
"ATP5EP2",-0.430918235408979,0.8297889617831,-1.07187179023918,0.30634545286501,0.471473642804475,-5.71071062218796
"TNFRSF19",-0.402011278225827,2.03398683081046,-1.07177995930122,0.30638494878845,0.471473642804475,-5.9926968463923
"DARS2",-0.100089525099663,5.05592070145491,-1.07157639996904,0.306472512101915,0.471544258149737,-6.47298315821634
"FKBP4",-0.144716311588923,2.71239728880493,-1.07107470015475,0.306688404443662,0.471812276856565,-6.13745825119801
"RPS29",0.120419587229764,6.76645445449393,1.07026624635096,0.307036540954302,0.472283640687592,-6.58605146010934
"RHOT1",0.146005152830653,3.70361814978241,1.07015872442163,0.307082864501104,0.472290690747585,-6.31860155446345
"LOC728024",0.356466943018182,-0.288105410385135,1.06932767942101,0.307441080360433,0.472777361277291,-5.43700559591915
"TCEB3",-0.104880442728024,4.70600185362826,-1.068814266964,0.307662540332576,0.47299189591472,-6.44430004198394
"PLA2G15",-0.279526456267906,0.343594048930681,-1.06870976279272,0.307707632824019,0.47299189591472,-5.59277372167005
"H2AFY2",-0.278298862683006,0.16245549634624,-1.06862801292667,0.307742910533642,0.47299189591472,-5.54740814814289
"UQCR11",0.137514564376668,4.05555705543663,1.06861668695582,0.307747798296435,0.47299189591472,-6.37087892007382
"SNU13",-0.0995848221387599,6.79007825726825,-1.06834066221038,0.307866935830865,0.473110740041592,-6.58925426354829
"INO80C",-0.154432704318269,3.06131692823908,-1.06821622750299,0.307920655578038,0.473129035560226,-6.20899732383757
"AMZ2",0.109190624408712,6.26339711108015,1.06768313125755,0.308150878636466,0.473418491754463,-6.5613801373741
"MPZL1",-0.106789147047082,5.02219616502663,-1.06750044878024,0.308229801741533,0.473475455702613,-6.47436796154197
"PPA2",-0.0960557600651608,4.85777522357229,-1.06630888353795,0.30874495920567,0.474202418000835,-6.46121730401112
"LOC100506606",-0.287784901068373,0.0953988718909414,-1.06573514538715,0.308993238297437,0.474519339214916,-5.53421306325209
"UBQLN4",-0.227763491015916,0.752832066353324,-1.06452708460912,0.309516504836929,0.475258413927243,-5.70294976118537
"RBM4",0.0920498962178922,5.65522400137528,1.06433617550042,0.309599257270487,0.475320976392885,-6.52613900643109
"TMEM189",-0.330088301152308,-0.199349045445416,-1.06412134397654,0.309692399128327,0.475399470375392,-5.46227226663451
"KLF12",0.10779316214138,5.31798834842279,1.063824116593,0.309821299080255,0.475532826789621,-6.50202861218308
